HourUTC,PriceArea,product,amount,PriceDKK,PriceEUR
2019-05-07T15:00:00+00:00,SE3,Elspot,1,328.06,43.94
2019-05-07T15:00:00+00:00,NO2,Elspot,1,328.06,43.94
2019-05-07T15:00:00+00:00,DK2,Elspot,1,365.4,48.94
2019-05-07T15:00:00+00:00,DK1,Elspot,1,328.06,43.94
2019-05-07T15:00:00+00:00,DE,Elspot,1,365.4,48.94
2019-05-07T14:00:00+00:00,SYSTEM,Elspot,1,323.14,43.28
2019-05-07T14:00:00+00:00,SE4,Elspot,1,323.14,43.28
2019-05-07T14:00:00+00:00,SE3,Elspot,1,323.14,43.28
2019-05-07T14:00:00+00:00,NO2,Elspot,1,323.14,43.28
2019-05-07T14:00:00+00:00,DK2,Elspot,1,351.66,47.1
2019-05-07T14:00:00+00:00,DK1,Elspot,1,323.14,43.28
2019-05-07T14:00:00+00:00,DE,Elspot,1,351.66,47.1
2019-05-07T13:00:00+00:00,SYSTEM,Elspot,1,323.36,43.31
2019-05-07T13:00:00+00:00,SE4,Elspot,1,323.36,43.31
2019-05-07T13:00:00+00:00,SE3,Elspot,1,323.36,43.31
2019-05-07T13:00:00+00:00,NO2,Elspot,1,323.36,43.31
2019-05-07T13:00:00+00:00,DK2,Elspot,1,349.19,46.77
2019-05-07T13:00:00+00:00,DK1,Elspot,1,323.36,43.31
2019-05-07T13:00:00+00:00,DE,Elspot,1,349.19,46.77
2019-05-07T12:00:00+00:00,SYSTEM,Elspot,1,326.5,43.73
2019-05-07T12:00:00+00:00,SE4,Elspot,1,326.87,43.78
2019-05-07T12:00:00+00:00,SE3,Elspot,1,326.87,43.78
2019-05-07T12:00:00+00:00,NO2,Elspot,1,326.87,43.78
2019-05-07T12:00:00+00:00,DK2,Elspot,1,358.38,48
2019-05-07T12:00:00+00:00,DK1,Elspot,1,326.87,43.78
2019-05-07T12:00:00+00:00,DE,Elspot,1,358.38,48
2019-05-07T11:00:00+00:00,SYSTEM,Elspot,1,332.25,44.5
2019-05-07T11:00:00+00:00,SE4,Elspot,1,331.72,44.43
2019-05-07T11:00:00+00:00,SE3,Elspot,1,331.72,44.43
2019-05-07T11:00:00+00:00,NO2,Elspot,1,328.74,44.03
2019-05-07T11:00:00+00:00,DK2,Elspot,1,365.4,48.94
2019-05-07T11:00:00+00:00,DK1,Elspot,1,328.74,44.03
2019-05-07T11:00:00+00:00,DE,Elspot,1,365.4,48.94
2019-05-07T10:00:00+00:00,SYSTEM,Elspot,1,335.31,44.91
2019-05-07T10:00:00+00:00,SE4,Elspot,1,334.64,44.82
2019-05-07T10:00:00+00:00,SE3,Elspot,1,334.64,44.82
2019-05-07T10:00:00+00:00,NO2,Elspot,1,331.65,44.42
2019-05-07T10:00:00+00:00,DK2,Elspot,1,355.47,47.61
2019-05-07T10:00:00+00:00,DK1,Elspot,1,331.65,44.42
2019-05-07T10:00:00+00:00,DE,Elspot,1,355.47,47.61
2019-05-07T09:00:00+00:00,SYSTEM,Elspot,1,338.14,45.29
2019-05-07T09:00:00+00:00,SE4,Elspot,1,339.04,45.41
2019-05-07T09:00:00+00:00,SE3,Elspot,1,339.04,45.41
2019-05-07T09:00:00+00:00,NO2,Elspot,1,332.25,44.5
2019-05-07T09:00:00+00:00,DK2,Elspot,1,382.27,51.2
2019-05-07T09:00:00+00:00,DK1,Elspot,1,332.25,44.5
2019-05-07T09:00:00+00:00,DE,Elspot,1,382.27,51.2
2019-05-07T08:00:00+00:00,SYSTEM,Elspot,1,342.77,45.91
2019-05-07T08:00:00+00:00,SE4,Elspot,1,345.54,46.28
2019-05-07T08:00:00+00:00,SE3,Elspot,1,345.54,46.28
2019-05-07T08:00:00+00:00,NO2,Elspot,1,337.17,45.16
2019-05-07T08:00:00+00:00,DK2,Elspot,1,377.86,50.61
2019-05-07T08:00:00+00:00,DK1,Elspot,1,337.17,45.16
2019-05-07T08:00:00+00:00,DE,Elspot,1,377.86,50.61
2019-05-07T07:00:00+00:00,SYSTEM,Elspot,1,345.46,46.27
2019-05-07T07:00:00+00:00,SE4,Elspot,1,349.04,46.75
2019-05-07T07:00:00+00:00,SE3,Elspot,1,349.04,46.75
2019-05-07T07:00:00+00:00,NO2,Elspot,1,335.98,45
2019-05-07T07:00:00+00:00,DK2,Elspot,1,429.53,57.53
2019-05-07T07:00:00+00:00,DK1,Elspot,1,335.98,45
2019-05-07T07:00:00+00:00,DE,Elspot,1,429.53,57.53
2019-05-07T06:00:00+00:00,SYSTEM,Elspot,1,353.23,47.31
2019-05-07T06:00:00+00:00,SE4,Elspot,1,363.31,48.66
2019-05-07T06:00:00+00:00,SE3,Elspot,1,363.31,48.66
2019-05-07T06:00:00+00:00,NO2,Elspot,1,339.94,45.53
2019-05-07T06:00:00+00:00,DK2,Elspot,1,477.09,63.9
2019-05-07T06:00:00+00:00,DK1,Elspot,1,339.94,45.53
2019-05-07T06:00:00+00:00,DE,Elspot,1,477.09,63.9
2019-05-07T05:00:00+00:00,SYSTEM,Elspot,1,350.02,46.88
2019-05-07T05:00:00+00:00,SE4,Elspot,1,358.15,47.97
2019-05-07T05:00:00+00:00,SE3,Elspot,1,358.15,47.97
2019-05-07T05:00:00+00:00,NO2,Elspot,1,339.26,45.44
2019-05-07T05:00:00+00:00,DK2,Elspot,1,449.17,60.16
2019-05-07T05:00:00+00:00,DK1,Elspot,1,339.26,45.44
2019-05-07T05:00:00+00:00,DE,Elspot,1,449.17,60.16
2019-05-07T04:00:00+00:00,SYSTEM,Elspot,1,336.05,45.01
2019-05-07T04:00:00+00:00,SE4,Elspot,1,339.34,45.45
2019-05-07T04:00:00+00:00,SE3,Elspot,1,339.34,45.45
2019-05-07T04:00:00+00:00,NO2,Elspot,1,331.95,44.46
2019-05-07T04:00:00+00:00,DK2,Elspot,1,385.18,51.59
2019-05-07T04:00:00+00:00,DK1,Elspot,1,341.88,45.79
2019-05-07T04:00:00+00:00,DE,Elspot,1,385.18,51.59
2019-05-07T03:00:00+00:00,SYSTEM,Elspot,1,318.36,42.64
2019-05-07T03:00:00+00:00,SE4,Elspot,1,318.88,42.71
2019-05-07T03:00:00+00:00,SE3,Elspot,1,318.88,42.71
2019-05-07T03:00:00+00:00,NO2,Elspot,1,318.88,42.71
2019-05-07T03:00:00+00:00,DK2,Elspot,1,318.88,42.71
2019-05-07T03:00:00+00:00,DK1,Elspot,1,318.88,42.71
2019-05-07T03:00:00+00:00,DE,Elspot,1,318.88,42.71
2019-05-07T02:00:00+00:00,SYSTEM,Elspot,1,300.81,40.29
2019-05-07T02:00:00+00:00,SE4,Elspot,1,269.53,36.1
2019-05-07T02:00:00+00:00,SE3,Elspot,1,269.53,36.1
2019-05-07T02:00:00+00:00,NO2,Elspot,1,308.73,41.35
2019-05-07T02:00:00+00:00,DK2,Elspot,1,298.87,40.03
2019-05-07T02:00:00+00:00,DK1,Elspot,1,298.87,40.03
2019-05-07T02:00:00+00:00,DE,Elspot,1,298.87,40.03
2019-05-07T01:00:00+00:00,SYSTEM,Elspot,1,298.35,39.96
2019-05-07T01:00:00+00:00,SE4,Elspot,1,276.1,36.98
2019-05-07T01:00:00+00:00,SE3,Elspot,1,276.1,36.98
2019-05-07T01:00:00+00:00,NO2,Elspot,1,306.41,41.04
2019-05-07T01:00:00+00:00,DK2,Elspot,1,298.87,40.03
2019-05-07T01:00:00+00:00,DK1,Elspot,1,298.87,40.03
2019-05-07T01:00:00+00:00,DE,Elspot,1,298.87,40.03
2019-05-07T00:00:00+00:00,SYSTEM,Elspot,1,297.75,39.88
2019-05-07T00:00:00+00:00,SE4,Elspot,1,269.38,36.08
2019-05-07T00:00:00+00:00,SE3,Elspot,1,269.38,36.08
2019-05-07T00:00:00+00:00,NO2,Elspot,1,306.19,41.01
2019-05-07T00:00:00+00:00,DK2,Elspot,1,304.62,40.8
2019-05-07T00:00:00+00:00,DK1,Elspot,1,304.62,40.8
2019-05-07T00:00:00+00:00,DE,Elspot,1,304.62,40.8
2019-05-06T23:00:00+00:00,SYSTEM,Elspot,1,302.75,40.55
2019-05-06T23:00:00+00:00,SE4,Elspot,1,292.45,39.17
2019-05-06T23:00:00+00:00,SE3,Elspot,1,292.45,39.17
2019-05-06T23:00:00+00:00,NO2,Elspot,1,307.76,41.22
2019-05-06T23:00:00+00:00,DK2,Elspot,1,305.96,40.98
2019-05-06T23:00:00+00:00,DK1,Elspot,1,305.96,40.98
2019-05-06T23:00:00+00:00,DE,Elspot,1,305.96,40.98
2019-05-06T22:00:00+00:00,SYSTEM,Elspot,1,311.27,41.69
2019-05-06T22:00:00+00:00,SE4,Elspot,1,307.61,41.2
2019-05-06T22:00:00+00:00,SE3,Elspot,1,307.61,41.2
2019-05-06T22:00:00+00:00,NO2,Elspot,1,314.25,42.09
2019-05-06T22:00:00+00:00,DK2,Elspot,1,315.97,42.32
2019-05-06T22:00:00+00:00,DK1,Elspot,1,315.97,42.32
2019-05-06T22:00:00+00:00,DE,Elspot,1,315.97,42.32
2019-05-06T21:00:00+00:00,SYSTEM,Elspot,1,312.73,41.89
2019-05-06T21:00:00+00:00,SE4,Elspot,1,308.63,41.34
2019-05-06T21:00:00+00:00,SE3,Elspot,1,308.63,41.34
2019-05-06T21:00:00+00:00,NO2,Elspot,1,319.6,42.81
2019-05-06T21:00:00+00:00,DK2,Elspot,1,319.6,42.81
2019-05-06T21:00:00+00:00,DK1,Elspot,1,319.6,42.81
2019-05-06T21:00:00+00:00,DE,Elspot,1,338.42,45.33
2019-05-06T20:00:00+00:00,SYSTEM,Elspot,1,324.23,43.43
2019-05-06T20:00:00+00:00,SE4,Elspot,1,324.23,43.43
2019-05-06T20:00:00+00:00,SE3,Elspot,1,324.23,43.43
2019-05-06T20:00:00+00:00,NO2,Elspot,1,324.23,43.43
2019-05-06T20:00:00+00:00,DK2,Elspot,1,410.61,55
2019-05-06T20:00:00+00:00,DK1,Elspot,1,324.23,43.43
2019-05-06T20:00:00+00:00,DE,Elspot,1,410.61,55
2019-05-06T19:00:00+00:00,SYSTEM,Elspot,1,329.01,44.07
2019-05-06T19:00:00+00:00,SE4,Elspot,1,328.93,44.06
2019-05-06T19:00:00+00:00,SE3,Elspot,1,328.93,44.06
2019-05-06T19:00:00+00:00,NO2,Elspot,1,328.93,44.06
2019-05-06T19:00:00+00:00,DK2,Elspot,1,419.12,56.14
2019-05-06T19:00:00+00:00,DK1,Elspot,1,328.93,44.06
2019-05-06T19:00:00+00:00,DE,Elspot,1,419.12,56.14
2019-05-06T18:00:00+00:00,SYSTEM,Elspot,1,327.81,43.91
2019-05-06T18:00:00+00:00,SE4,Elspot,1,327.81,43.91
2019-05-06T18:00:00+00:00,SE3,Elspot,1,327.81,43.91
2019-05-06T18:00:00+00:00,NO2,Elspot,1,327.81,43.91
2019-05-06T18:00:00+00:00,DK2,Elspot,1,419.12,56.14
2019-05-06T18:00:00+00:00,DK1,Elspot,1,327.81,43.91
2019-05-06T18:00:00+00:00,DE,Elspot,1,419.12,56.14
2019-05-06T17:00:00+00:00,SYSTEM,Elspot,1,331.02,44.34
2019-05-06T17:00:00+00:00,SE4,Elspot,1,329.38,44.12
2019-05-06T17:00:00+00:00,SE3,Elspot,1,329.38,44.12
2019-05-06T17:00:00+00:00,NO2,Elspot,1,329.38,44.12
2019-05-06T17:00:00+00:00,DK2,Elspot,1,406.13,54.4
2019-05-06T17:00:00+00:00,DK1,Elspot,1,329.38,44.12
2019-05-06T17:00:00+00:00,DE,Elspot,1,406.13,54.4
2019-05-06T16:00:00+00:00,SYSTEM,Elspot,1,331.1,44.35
2019-05-06T16:00:00+00:00,SE4,Elspot,1,329.16,44.09
2019-05-06T16:00:00+00:00,SE3,Elspot,1,329.16,44.09
2019-05-06T16:00:00+00:00,NO2,Elspot,1,329.16,44.09
2019-05-06T16:00:00+00:00,DK2,Elspot,1,352.3,47.19
2019-05-06T16:00:00+00:00,DK1,Elspot,1,333.49,44.67
2019-05-06T16:00:00+00:00,DE,Elspot,1,352.3,47.19
2019-05-06T15:00:00+00:00,SYSTEM,Elspot,1,324.6,43.48
2019-05-06T15:00:00+00:00,SE4,Elspot,1,324.45,43.46
2019-05-06T15:00:00+00:00,SE3,Elspot,1,324.45,43.46
2019-05-06T15:00:00+00:00,NO2,Elspot,1,324.45,43.46
2019-05-06T15:00:00+00:00,DK2,Elspot,1,327.52,43.87
2019-05-06T15:00:00+00:00,DK1,Elspot,1,327.52,43.87
2019-05-06T15:00:00+00:00,DE,Elspot,1,327.52,43.87
2019-05-06T14:00:00+00:00,SYSTEM,Elspot,1,313.7,42.02
2019-05-06T14:00:00+00:00,SE4,Elspot,1,314.75,42.16
2019-05-06T14:00:00+00:00,SE3,Elspot,1,314.75,42.16
2019-05-06T14:00:00+00:00,NO2,Elspot,1,314.75,42.16
2019-05-06T14:00:00+00:00,DK2,Elspot,1,307.28,41.16
2019-05-06T14:00:00+00:00,DK1,Elspot,1,307.28,41.16
2019-05-06T14:00:00+00:00,DE,Elspot,1,307.28,41.16
2019-05-06T13:00:00+00:00,SYSTEM,Elspot,1,313.93,42.05
2019-05-06T13:00:00+00:00,SE4,Elspot,1,314.97,42.19
2019-05-06T13:00:00+00:00,SE3,Elspot,1,314.97,42.19
2019-05-06T13:00:00+00:00,NO2,Elspot,1,314.97,42.19
2019-05-06T13:00:00+00:00,DK2,Elspot,1,306.76,41.09
2019-05-06T13:00:00+00:00,DK1,Elspot,1,306.76,41.09
2019-05-06T13:00:00+00:00,DE,Elspot,1,306.76,41.09
2019-05-06T12:00:00+00:00,SYSTEM,Elspot,1,321.17,43.02
2019-05-06T12:00:00+00:00,SE4,Elspot,1,322.29,43.17
2019-05-06T12:00:00+00:00,SE3,Elspot,1,322.29,43.17
2019-05-06T12:00:00+00:00,NO2,Elspot,1,319.83,42.84
2019-05-06T12:00:00+00:00,DK2,Elspot,1,314.15,42.08
2019-05-06T12:00:00+00:00,DK1,Elspot,1,314.15,42.08
2019-05-06T12:00:00+00:00,DE,Elspot,1,314.15,42.08
2019-05-06T11:00:00+00:00,SYSTEM,Elspot,1,328.79,44.04
2019-05-06T11:00:00+00:00,SE4,Elspot,1,330.35,44.25
2019-05-06T11:00:00+00:00,SE3,Elspot,1,330.35,44.25
2019-05-06T11:00:00+00:00,NO2,Elspot,1,324.31,43.44
2019-05-06T11:00:00+00:00,DK2,Elspot,1,329.9,44.19
2019-05-06T11:00:00+00:00,DK1,Elspot,1,329.9,44.19
2019-05-06T11:00:00+00:00,DE,Elspot,1,329.9,44.19
2019-05-06T10:00:00+00:00,SYSTEM,Elspot,1,335.13,44.89
2019-05-06T10:00:00+00:00,SE4,Elspot,1,333.71,44.7
2019-05-06T10:00:00+00:00,SE3,Elspot,1,333.71,44.7
2019-05-06T10:00:00+00:00,NO2,Elspot,1,331.47,44.4
2019-05-06T10:00:00+00:00,DK2,Elspot,1,331.47,44.4
2019-05-06T10:00:00+00:00,DK1,Elspot,1,331.47,44.4
2019-05-06T10:00:00+00:00,DE,Elspot,1,331.47,44.4
2019-05-06T09:00:00+00:00,SYSTEM,Elspot,1,338.86,45.39
2019-05-06T09:00:00+00:00,SE4,Elspot,1,339.01,45.41
2019-05-06T09:00:00+00:00,SE3,Elspot,1,339.01,45.41
2019-05-06T09:00:00+00:00,NO2,Elspot,1,333.94,44.73
2019-05-06T09:00:00+00:00,DK2,Elspot,1,336.25,45.04
2019-05-06T09:00:00+00:00,DK1,Elspot,1,333.94,44.73
2019-05-06T09:00:00+00:00,DE,Elspot,1,336.25,45.04
2019-05-06T08:00:00+00:00,SYSTEM,Elspot,1,340.66,45.63
2019-05-06T08:00:00+00:00,SE4,Elspot,1,342,45.81
2019-05-06T08:00:00+00:00,SE3,Elspot,1,342,45.81
2019-05-06T08:00:00+00:00,NO2,Elspot,1,334.09,44.75
2019-05-06T08:00:00+00:00,DK2,Elspot,1,334.09,44.75
2019-05-06T08:00:00+00:00,DK1,Elspot,1,334.09,44.75
2019-05-06T08:00:00+00:00,DE,Elspot,1,334.09,44.75
2019-05-06T07:00:00+00:00,SYSTEM,Elspot,1,345.51,46.28
2019-05-06T07:00:00+00:00,SE4,Elspot,1,343.64,46.03
2019-05-06T07:00:00+00:00,SE3,Elspot,1,343.64,46.03
2019-05-06T07:00:00+00:00,NO2,Elspot,1,337.59,45.22
2019-05-06T07:00:00+00:00,DK2,Elspot,1,337.59,45.22
2019-05-06T07:00:00+00:00,DK1,Elspot,1,337.59,45.22
2019-05-06T07:00:00+00:00,DE,Elspot,1,337.59,45.22
2019-05-06T06:00:00+00:00,SYSTEM,Elspot,1,361.93,48.48
2019-05-06T06:00:00+00:00,SE4,Elspot,1,364.62,48.84
2019-05-06T06:00:00+00:00,SE3,Elspot,1,364.62,48.84
2019-05-06T06:00:00+00:00,NO2,Elspot,1,351.26,47.05
2019-05-06T06:00:00+00:00,DK2,Elspot,1,364.62,48.84
2019-05-06T06:00:00+00:00,DK1,Elspot,1,351.26,47.05
2019-05-06T06:00:00+00:00,DE,Elspot,1,364.62,48.84
2019-05-06T05:00:00+00:00,SYSTEM,Elspot,1,365.44,48.95
2019-05-06T05:00:00+00:00,SE4,Elspot,1,375.22,50.26
2019-05-06T05:00:00+00:00,SE3,Elspot,1,375.22,50.26
2019-05-06T05:00:00+00:00,NO2,Elspot,1,343.72,46.04
2019-05-06T05:00:00+00:00,DK2,Elspot,1,385.45,51.63
2019-05-06T05:00:00+00:00,DK1,Elspot,1,371.56,49.77
2019-05-06T05:00:00+00:00,DE,Elspot,1,385.45,51.63
2019-05-06T04:00:00+00:00,SYSTEM,Elspot,1,335.13,44.89
2019-05-06T04:00:00+00:00,SE4,Elspot,1,334.09,44.75
2019-05-06T04:00:00+00:00,SE3,Elspot,1,334.09,44.75
2019-05-06T04:00:00+00:00,NO2,Elspot,1,330.2,44.23
2019-05-06T04:00:00+00:00,DK2,Elspot,1,342.3,45.85
2019-05-06T04:00:00+00:00,DK1,Elspot,1,342.3,45.85
2019-05-06T04:00:00+00:00,DE,Elspot,1,342.3,45.85
2019-05-06T03:00:00+00:00,SYSTEM,Elspot,1,311.61,41.74
2019-05-06T03:00:00+00:00,SE4,Elspot,1,311.39,41.71
2019-05-06T03:00:00+00:00,SE3,Elspot,1,311.39,41.71
2019-05-06T03:00:00+00:00,NO2,Elspot,1,311.39,41.71
2019-05-06T03:00:00+00:00,DK2,Elspot,1,271.37,36.35
2019-05-06T03:00:00+00:00,DK1,Elspot,1,271.37,36.35
2019-05-06T03:00:00+00:00,DE,Elspot,1,271.37,36.35
2019-05-06T02:00:00+00:00,SYSTEM,Elspot,1,288.77,38.68
2019-05-06T02:00:00+00:00,SE4,Elspot,1,246.89,33.07
2019-05-06T02:00:00+00:00,SE3,Elspot,1,246.89,33.07
2019-05-06T02:00:00+00:00,NO2,Elspot,1,300.49,40.25
2019-05-06T02:00:00+00:00,DK2,Elspot,1,246.89,33.07
2019-05-06T02:00:00+00:00,DK1,Elspot,1,246.89,33.07
2019-05-06T02:00:00+00:00,DE,Elspot,1,246.89,33.07
2019-05-06T01:00:00+00:00,SYSTEM,Elspot,1,293.47,39.31
2019-05-06T01:00:00+00:00,SE4,Elspot,1,248.9,33.34
2019-05-06T01:00:00+00:00,SE3,Elspot,1,248.9,33.34
2019-05-06T01:00:00+00:00,NO2,Elspot,1,305.04,40.86
2019-05-06T01:00:00+00:00,DK2,Elspot,1,248.9,33.34
2019-05-06T01:00:00+00:00,DK1,Elspot,1,248.9,33.34
2019-05-06T01:00:00+00:00,DE,Elspot,1,248.9,33.34
2019-05-06T00:00:00+00:00,SYSTEM,Elspot,1,296.09,39.66
2019-05-06T00:00:00+00:00,SE4,Elspot,1,260.7,34.92
2019-05-06T00:00:00+00:00,SE3,Elspot,1,260.7,34.92
2019-05-06T00:00:00+00:00,NO2,Elspot,1,307.13,41.14
2019-05-06T00:00:00+00:00,DK2,Elspot,1,260.7,34.92
2019-05-06T00:00:00+00:00,DK1,Elspot,1,260.7,34.92
2019-05-06T00:00:00+00:00,DE,Elspot,1,260.7,34.92
2019-05-05T23:00:00+00:00,SYSTEM,Elspot,1,298.25,39.95
2019-05-05T23:00:00+00:00,SE4,Elspot,1,261.22,34.99
2019-05-05T23:00:00+00:00,SE3,Elspot,1,261.22,34.99
2019-05-05T23:00:00+00:00,NO2,Elspot,1,308.25,41.29
2019-05-05T23:00:00+00:00,DK2,Elspot,1,261.22,34.99
2019-05-05T23:00:00+00:00,DK1,Elspot,1,261.22,34.99
2019-05-05T23:00:00+00:00,DE,Elspot,1,261.22,34.99
2019-05-05T22:00:00+00:00,SYSTEM,Elspot,1,306.39,41.04
2019-05-05T22:00:00+00:00,SE4,Elspot,1,289.07,38.72
2019-05-05T22:00:00+00:00,SE3,Elspot,1,289.07,38.72
2019-05-05T22:00:00+00:00,NO2,Elspot,1,313.11,41.94
2019-05-05T22:00:00+00:00,DK2,Elspot,1,282.95,37.9
2019-05-05T22:00:00+00:00,DK1,Elspot,1,282.95,37.9
2019-05-05T22:00:00+00:00,DE,Elspot,1,282.95,37.9
2019-05-05T21:00:00+00:00,SYSTEM,Elspot,1,306.09,41
2019-05-05T21:00:00+00:00,SE4,Elspot,1,305.19,40.88
2019-05-05T21:00:00+00:00,SE3,Elspot,1,305.19,40.88
2019-05-05T21:00:00+00:00,NO2,Elspot,1,309.52,41.46
2019-05-05T21:00:00+00:00,DK2,Elspot,1,296.46,39.71
2019-05-05T21:00:00+00:00,DK1,Elspot,1,296.46,39.71
2019-05-05T21:00:00+00:00,DE,Elspot,1,296.46,39.71
2019-05-05T20:00:00+00:00,SYSTEM,Elspot,1,316.09,42.34
2019-05-05T20:00:00+00:00,SE4,Elspot,1,316.09,42.34
2019-05-05T20:00:00+00:00,SE3,Elspot,1,316.09,42.34
2019-05-05T20:00:00+00:00,NO2,Elspot,1,316.09,42.34
2019-05-05T20:00:00+00:00,DK2,Elspot,1,316.09,42.34
2019-05-05T20:00:00+00:00,DK1,Elspot,1,316.09,42.34
2019-05-05T20:00:00+00:00,DE,Elspot,1,316.09,42.34
2019-05-05T19:00:00+00:00,SYSTEM,Elspot,1,317.59,42.54
2019-05-05T19:00:00+00:00,SE4,Elspot,1,317.59,42.54
2019-05-05T19:00:00+00:00,SE3,Elspot,1,317.59,42.54
2019-05-05T19:00:00+00:00,NO2,Elspot,1,317.59,42.54
2019-05-05T19:00:00+00:00,DK2,Elspot,1,308.4,41.31
2019-05-05T19:00:00+00:00,DK1,Elspot,1,308.4,41.31
2019-05-05T19:00:00+00:00,DE,Elspot,1,308.4,41.31
2019-05-05T18:00:00+00:00,SYSTEM,Elspot,1,317.66,42.55
2019-05-05T18:00:00+00:00,SE4,Elspot,1,317.74,42.56
2019-05-05T18:00:00+00:00,SE3,Elspot,1,317.74,42.56
2019-05-05T18:00:00+00:00,NO2,Elspot,1,317.74,42.56
2019-05-05T18:00:00+00:00,DK2,Elspot,1,308.48,41.32
2019-05-05T18:00:00+00:00,DK1,Elspot,1,308.48,41.32
2019-05-05T18:00:00+00:00,DE,Elspot,1,308.48,41.32
2019-05-05T17:00:00+00:00,SYSTEM,Elspot,1,311.61,41.74
2019-05-05T17:00:00+00:00,SE4,Elspot,1,312.96,41.92
2019-05-05T17:00:00+00:00,SE3,Elspot,1,312.96,41.92
2019-05-05T17:00:00+00:00,NO2,Elspot,1,312.96,41.92
2019-05-05T17:00:00+00:00,DK2,Elspot,1,287.2,38.47
2019-05-05T17:00:00+00:00,DK1,Elspot,1,287.2,38.47
2019-05-05T17:00:00+00:00,DE,Elspot,1,287.2,38.47
2019-05-05T16:00:00+00:00,SYSTEM,Elspot,1,307.73,41.22
2019-05-05T16:00:00+00:00,SE4,Elspot,1,309.08,41.4
2019-05-05T16:00:00+00:00,SE3,Elspot,1,309.08,41.4
2019-05-05T16:00:00+00:00,NO2,Elspot,1,309.08,41.4
2019-05-05T16:00:00+00:00,DK2,Elspot,1,242.18,32.44
2019-05-05T16:00:00+00:00,DK1,Elspot,1,242.18,32.44
2019-05-05T16:00:00+00:00,DE,Elspot,1,242.18,32.44
